keyname,scientificname
name-aimophila rufescens rufescens,Aimophila rufescens rufescens
name-aimophila ruficauda acuminata,Aimophila ruficauda acuminata
name-aimophila ruficauda connectens,Aimophila ruficauda connectens
name-aimophila ruficauda lawrencii,Aimophila ruficauda lawrencii
name-aimophila ruficauda ruficauda,Aimophila ruficauda ruficauda
name-aimophila ruficeps australis,Aimophila ruficeps australis
name-aimophila ruficeps boucardi,Aimophila ruficeps boucardi
name-aimophila ruficeps canescens,Aimophila ruficeps canescens
name-aimophila ruficeps eremoeca,Aimophila ruficeps eremoeca
name-aimophila ruficeps fusca,Aimophila ruficeps fusca
name-aimophila ruficeps obscura,Aimophila ruficeps obscura
name-aimophila ruficeps ruficeps,Aimophila ruficeps ruficeps
name-aimophila ruficeps rupicola,Aimophila ruficeps rupicola
name-aimophila ruficeps sanctorum,Aimophila ruficeps sanctorum
name-aimophila ruficeps scotti,Aimophila ruficeps scotti
name-aimophila ruficeps scottii,Aimophila ruficeps scottii
name-aimophila ruficeps simulans,Aimophila ruficeps simulans
name-aimophila ruficeps sororia,Aimophila ruficeps sororia
name-aimophila strigiceps dabbenei,Aimophila strigiceps dabbenei
name-aimophila strigiceps strigiceps,Aimophila strigiceps strigiceps
name-aioliops,Aioliops
name-aipysurus,Aipysurus
name-aix,Aix
name-ajaia,Ajaia
name-ajaja,Ajaja
name-akialoa,Akialoa
name-akodon,Akodon
name-akodon aerosus baliolus,Akodon aerosus baliolus
name-akodon iniscatus nucus,Akodon iniscatus nucus
name-akodon lutescens caenosus,Akodon lutescens caenosus
name-akodon olivaceus beatus,Akodon olivaceus beatus
name-akodon olivaceus brachiotis,Akodon olivaceus brachiotis
name-akodon olivaceus olivaceus,Akodon olivaceus olivaceus
name-akodon simulator glaucinus,Akodon simulator glaucinus
name-akodon simulator tartareus,Akodon simulator tartareus
name-akodon spegazzinii tucumanensis,Akodon spegazzinii tucumanensis
name-aktaua,Aktaua
name-akysidae,Akysidae
name-alabamornis,Alabamornis
name-alabes,Alabes
name-alabetidae,Alabetidae
name-alachterium,Alachterium
name-alachtherium,Alachtherium
name-alaemon,Alaemon
name-alagomys,Alagomys
name-alamitophis,Alamitophis
name-alamosaurus,Alamosaurus
name-alario,Alario
name-alauda,Alauda
name-alauda arvensis arvensis,Alauda arvensis arvensis
name-alauda arvensis japonica,Alauda arvensis japonica
name-alauda gulgula wattersi,Alauda gulgula wattersi
name-alaudidae,Alaudidae
name-albanensia,Albanensia
name-albanerpeton,Albanerpeton
name-albanerpetontidae,Albanerpetontidae
name-albaneryx,Albaneryx
name-albanohyus,Albanohyus
name-albatrossia,Albatrossia
name-albericus,Albericus
name-albertogaudrya,Albertogaudrya
name-albertosaurus,Albertosaurus
name-albiconus,Albiconus
name-albionbaataridae,Albionbaataridae
name-albireo,Albireo
name-albulichthys,Albulichthys
name-albulidae,Albulidae
name-alburnoides bipunctatus eichwaldi,Alburnoides bipunctatus eichwaldi
name-alburnus,Alburnus
name-alburnus alburnus alborella,Alburnus alburnus alborella
name-alca,Alca
name-alca torda torda,Alca torda torda
name-alcedinidae,Alcedinidae
name-alcedo,Alcedo
name-alcedo argentata argentata,Alcedo argentata argentata
name-alcedo argentata flumenicola,Alcedo argentata flumenicola
name-alcedo atthis atthis,Alcedo atthis atthis
name-alcedo atthis bengalensis,Alcedo atthis bengalensis
name-alcedo atthis hispidoides,Alcedo atthis hispidoides
name-alcedo atthis ispida,Alcedo atthis ispida
name-alcedo atthis salomonensis,Alcedo atthis salomonensis
name-alcedo atthis taprobana,Alcedo atthis taprobana
name-alcedo azurea azurea,Alcedo azurea azurea
name-alcedo azurea diemenensis,Alcedo azurea diemenensis
name-alcedo azurea lessonii,Alcedo azurea lessonii
name-alcedo azurea ochrogaster,Alcedo azurea ochrogaster
name-alcedo azurea ruficollaris,Alcedo azurea ruficollaris
name-alcedo cristata cristata,Alcedo cristata cristata
name-alcedo cristata galerita,Alcedo cristata galerita
name-alcedo cyanopectus cyanopectus,Alcedo cyanopectus cyanopectus
name-alcedo euryzona peninsulae,Alcedo euryzona peninsulae
name-alcedo leucogaster bowdleri,Alcedo leucogaster bowdleri
name-alcedo leucogaster leopoldi,Alcedo leucogaster leopoldi
name-alcedo leucogaster leucogaster,Alcedo leucogaster leucogaster
name-alcedo leucogaster nais,Alcedo leucogaster nais
name-alcedo meninting coltarti,Alcedo meninting coltarti
name-alcedo meninting meninting,Alcedo meninting meninting
name-alcedo meninting rufigastra,Alcedo meninting rufigastra
name-alcedo pusilla halli,Alcedo pusilla halli
name-alcedo pusilla pusilla,Alcedo pusilla pusilla
name-alcedo pusilla ramsayi,Alcedo pusilla ramsayi
name-alcedo pusilla richardsi,Alcedo pusilla richardsi
name-alcedo quadribrachys guentheri,Alcedo quadribrachys guentheri
name-alcedo quadribrachys quadribrachys,Alcedo quadribrachys quadribrachys
name-alcedo vintsioides vintsioides,Alcedo vintsioides vintsioides
name-alcelaphus,Alcelaphus
name-alcelaphus buselaphus caama,Alcelaphus buselaphus caama
name-alcelaphus buselaphus cokii,Alcelaphus buselaphus cokii
name-alcelaphus buselaphus jacksoni,Alcelaphus buselaphus jacksoni
name-alcelaphus buselaphus lelwel,Alcelaphus buselaphus lelwel
name-alcelaphus buselaphus swaynei,Alcelaphus buselaphus swaynei
name-alcelaphus buselaphus tora,Alcelaphus buselaphus tora
name-alcephalus,Alcephalus
name-alces,Alces
name-alces alces alces,Alces alces alces
name-alces alces americana,Alces alces americana
name-alces alces gigas,Alces alces gigas
name-alces alces shirasi,Alces alces shirasi
name-alcidae,Alcidae
name-alcippe,Alcippe
name-alcippe brunnea brunnea,Alcippe brunnea brunnea
name-alcippe brunneicauda eriphaea,Alcippe brunneicauda eriphaea
name-alcippe castaneceps castaneceps,Alcippe castaneceps castaneceps
name-alcippe castaneceps exul,Alcippe castaneceps exul
name-alcippe chrysotis forresti,Alcippe chrysotis forresti
name-alcippe cinereiceps formosana,Alcippe cinereiceps formosana
name-alcippe cinereiceps manipurensis,Alcippe cinereiceps manipurensis
name-alcippe cinereiceps tonkinensis,Alcippe cinereiceps tonkinensis
name-alcippe dubia genestieri,Alcippe dubia genestieri
name-alcippe morrisonia davidi,Alcippe morrisonia davidi
name-alcippe morrisonia fratercula,Alcippe morrisonia fratercula
name-alcippe morrisonia hueti,Alcippe morrisonia hueti
name-alcippe morrisonia morrisonia,Alcippe morrisonia morrisonia
name-alcippe morrisonia schaefferi,Alcippe morrisonia schaefferi
name-alcippe peracensis annamensis,Alcippe peracensis annamensis
name-alcippe peracensis grotei,Alcippe peracensis grotei
name-alcippe poioicephala alearis,Alcippe poioicephala alearis
name-alcippe poioicephala grotei,Alcippe poioicephala grotei
name-alcippe ruficapilla sordidior,Alcippe ruficapilla sordidior
name-alcippe rufogularis kelleyi,Alcippe rufogularis kelleyi
name-alcippe vinipectus bieti,Alcippe vinipectus bieti
name-alcockia,Alcockia
name-alcyone,Alcyone
name-aldrichetta,Aldrichetta
name-aldrovandia,Aldrovandia
name-alectis,Alectis
name-alectoris,Alectoris
name-alectoris barbara barbara,Alectoris barbara barbara
name-alectoris barbara spatzi,Alectoris barbara spatzi
name-alectoris chukar chukar,Alectoris chukar chukar
name-alectoris chukar cypriotes,Alectoris chukar cypriotes
name-alectoris chukar kleini,Alectoris chukar kleini
name-alectoris chukar sinaica,Alectoris chukar sinaica
name-alectoris graeca graeca,Alectoris graeca graeca
name-alectoris graeca saxatilis,Alectoris graeca saxatilis
name-alectoris melanocephala melanocephala,Alectoris melanocephala melanocephala
name-alectoris rufa hispanica,Alectoris rufa hispanica
name-alectoris rufa rufa,Alectoris rufa rufa
name-alectrias,Alectrias
name-alectridium,Alectridium
name-alectroenas,Alectroenas
name-alectroenas sganzini sganzini,Alectroenas sganzini sganzini
name-alectrosaurus,Alectrosaurus
name-alectura lathami lathami,Alectura lathami lathami
name-alectura lathami purpureicollis,Alectura lathami purpureicollis
name-alegeinosaurus,Alegeinosaurus
name-alepes,Alepes
name-alephis,Alephis
name-alepisauridae,Alepisauridae
name-alepisaurus,Alepisaurus
name-alepocephalidae,Alepocephalidae
name-alepocephalus,Alepocephalus
name-alepocephalus australis barnardi,Alepocephalus australis barnardi
name-alestes,Alestes
name-alestidae,Alestidae
name-alestopetersius,Alestopetersius
name-alethe,Alethe
name-aletodon,Aletodon
name-aletomeryx,Aletomeryx
name-aleuteres,Aleuteres
name-alforjas,Alforjas
name-algiroides,Algiroides
name-algoasaurus,Algoasaurus
name-algyroides,Algyroides
name-alicornops,Alicornops
name-alilepus,Alilepus
name-alionematichthys,Alionematichthys
name-alisterus amboinensis buruensis,Alisterus amboinensis buruensis
name-alisterus amboinensis hypophonius,Alisterus amboinensis hypophonius
name-alisterus chloropterus callopterus,Alisterus chloropterus callopterus
name-alisterus chloropterus chloropterus,Alisterus chloropterus chloropterus
name-alisterus chloropterus moszkowskii,Alisterus chloropterus moszkowskii
name-alisterus scapularis minor,Alisterus scapularis minor
name-alisterus scapularis scapularis,Alisterus scapularis scapularis
name-aliwalia,Aliwalia
name-allacerops,Allacerops
name-allactaga,Allactaga
name-allaeochelys,Allaeochelys
name-allanetta,Allanetta
name-alle alle alle,Alle alle alle
name-allengreerus,Allengreerus
name-allenopithecus,Allenopithecus
name-alligatoridae,Alligatoridae
name-allobates,Allobates
name-alloblarinella,Alloblarinella
name-allocareproctus,Allocareproctus
name-allocricetodon,Allocricetodon
name-allocricetulus,Allocricetulus
name-allocricetus,Allocricetus
name-allocryptaspis,Allocryptaspis
name-allocyttus,Allocyttus
name-allocyttus verrucosus propinquus,Allocyttus verrucosus propinquus
name-allodaposuchus,Allodaposuchus
name-allodelphis,Allodelphis
name-allodesmus,Allodesmus
name-allognathosuchus,Allognathosuchus
name-allohyaena,Allohyaena
name-allolepis,Allolepis
name-allomicrodesmus,Allomicrodesmus
name-allomonacanthus,Allomonacanthus
name-allomorone,Allomorone
name-allomys,Allomys
name-allophaiomys,Allophaiomys
name-alloptox,Alloptox
name-allosauridae,Allosauridae
name-allosaurus,Allosaurus
name-allosmerus,Allosmerus
name-allothrissops,Allothrissops
name-alluaudina,Alluaudina
name-alluvisorex,Alluvisorex
name-almasauridae,Almasauridae
name-almascyllium,Almascyllium
name-alocodon,Alocodon
name-alocodontulum,Alocodontulum
name-alopecocyon,Alopecocyon
name-alopex,Alopex
name-alopex lagopus lagopus,Alopex lagopus lagopus
name-alophoixus bres frater,Alophoixus bres frater
name-alophoixus pallidus annamensis,Alophoixus pallidus annamensis
name-alopias,Alopias
name-alopoglossus,Alopoglossus
name-aloricatogobius,Aloricatogobius
name-alosa,Alosa
name-alosa alosa alosa,Alosa alosa alosa
name-alosa fallax fallax,Alosa fallax fallax
name-alosina,Alosina
name-alouatta,Alouatta
name-alouatta belzebul belzebul,Alouatta belzebul belzebul
name-alouatta fusca clamitans,Alouatta fusca clamitans
name-alouatta guariba clamitans,Alouatta guariba clamitans
name-alouatta palliata aequatorialis,Alouatta palliata aequatorialis
name-alouatta palliata coibensis,Alouatta palliata coibensis
name-alouatta palliata mexicana,Alouatta palliata mexicana
name-alouatta palliata palliata,Alouatta palliata palliata
name-alouatta seniculus insulans,Alouatta seniculus insulans
name-alouatta seniculus juara,Alouatta seniculus juara
name-alouatta seniculus seniculus,Alouatta seniculus seniculus
name-alphadon,Alphadon
name-alphadontidae,Alphadontidae
name-alphestes,Alphestes
name-alseonax,Alseonax
name-alsodes,Alsodes
name-alsodes gargola neuquensis,Alsodes gargola neuquensis
name-alsophis,Alsophis
name-alsophis biserialis dorsalis,Alsophis biserialis dorsalis
name-alsophis biserialis occidentalis,Alsophis biserialis occidentalis
name-alsophis cantherigerus cantherigerus,Alsophis cantherigerus cantherigerus
name-alsophis cantherigerus caymanus,Alsophis cantherigerus caymanus
name-alsophis cantherigerus fuscicauda,Alsophis cantherigerus fuscicauda
name-alsophis cantherigerus ruttyi,Alsophis cantherigerus ruttyi
name-alsophis cantherigerus schwartzi,Alsophis cantherigerus schwartzi
name-alsophis dorsalis occidentalis,Alsophis dorsalis occidentalis
name-alsophis portoricensis anegadae,Alsophis portoricensis anegadae
name-alsophis portoricensis portoricensis,Alsophis portoricensis portoricensis
name-alsophis portoricensis richardi,Alsophis portoricensis richardi
name-alsophis portoricensis variegatus,Alsophis portoricensis variegatus
name-alsophis vudii vudii,Alsophis vudii vudii
name-alternognathus,Alternognathus
name-alticola,Alticola
name-alticola strelzowi depressus,Alticola strelzowi depressus
name-alticorpus,Alticorpus
name-alticus,Alticus
name-alticus kirkii magnusi,Alticus kirkii magnusi
name-altolamprologus,Altolamprologus
name-altrichthys,Altrichthys
name-aluco,Aluco
name-aluralagus,Aluralagus
name-alutera,Alutera
name-aluterus,Aluterus
name-alvarezsauridae,Alvarezsauridae
name-alveojunctus,Alveojunctus
name-alwoodia,Alwoodia
name-alytes,Alytes
name-alytes obstetricans almogavarii,Alytes obstetricans almogavarii
name-alytes obstetricans boscai,Alytes obstetricans boscai
name-alytes obstetricans obstetricans,Alytes obstetricans obstetricans
name-alytes obstetricans pertinax,Alytes obstetricans pertinax
name-amanses,Amanses
name-amaramnis,Amaramnis
name-amaroucium,Amaroucium
name-amarsipus,Amarsipus
name-amastridium,Amastridium
name-amastridium veliferum sapperi,Amastridium veliferum sapperi
name-amatitlania,Amatitlania
name-amauresthes,Amauresthes
name-amaurolimnas,Amaurolimnas
name-amaurolimnas concolor castaneus,Amaurolimnas concolor castaneus
name-amaurolimnas concolor concolor,Amaurolimnas concolor concolor
name-amaurolimnas concolor guatemalensis,Amaurolimnas concolor guatemalensis
name-amauropsis,Amauropsis
name-amaurornis,Amaurornis
name-amaurornis akool akool,Amaurornis akool akool
name-amaurornis olivacea moluccana,Amaurornis olivacea moluccana
name-amaurornis olivacea ruficrissa,Amaurornis olivacea ruficrissa
name-amaurornis phoenicurus chinensis,Amaurornis phoenicurus chinensis
name-amaurornis phoenicurus insularis,Amaurornis phoenicurus insularis
name-amaurornis phoenicurus leucomelana,Amaurornis phoenicurus leucomelana
name-amaurornis phoenicurus phoenicurus,Amaurornis phoenicurus phoenicurus
name-amaurospiza,Amaurospiza
name-amaurospiza concolor concolor,Amaurospiza concolor concolor
name-amaurospiza concolor relicta,Amaurospiza concolor relicta
name-amazilia,Amazilia
name-amazilia amabilis amabilis,Amazilia amabilis amabilis
name-amazilia amabilis decora,Amazilia amabilis decora
name-amazilia amazilia amazilia,Amazilia amazilia amazilia
name-amazilia amazilia caeruleigularis,Amazilia amazilia caeruleigularis
name-amazilia amazilia dumerilii,Amazilia amazilia dumerilii
name-amazilia amazilia leucophoea,Amazilia amazilia leucophoea
name-amazilia beryllina beryllina,Amazilia beryllina beryllina
name-amazilia beryllina devillei,Amazilia beryllina devillei
name-amazilia beryllina lichtensteini,Amazilia beryllina lichtensteini
name-amazilia beryllina viola,Amazilia beryllina viola
name-amazilia candida candida,Amazilia candida candida
name-amazilia chionogaster chionogaster,Amazilia chionogaster chionogaster
name-amazilia chionogaster hypoleuca,Amazilia chionogaster hypoleuca
name-amazilia cyanocephala chlorostephana,Amazilia cyanocephala chlorostephana
name-amazilia cyanocephala cyanocephala,Amazilia cyanocephala cyanocephala
name-amazilia cyanura cyanura,Amazilia cyanura cyanura
name-amazilia cyanura guatemalae,Amazilia cyanura guatemalae
name-amazilia edward edward,Amazilia edward edward
name-amazilia edward niveoventer,Amazilia edward niveoventer
name-amazilia fimbriata apicalis,Amazilia fimbriata apicalis
name-amazilia fimbriata elegantissima,Amazilia fimbriata elegantissima
name-amazilia fimbriata fimbriata,Amazilia fimbriata fimbriata
name-amazilia fimbriata fluviatilis,Amazilia fimbriata fluviatilis
name-amazilia fimbriata laeta,Amazilia fimbriata laeta
name-amazilia fimbriata nigricauda,Amazilia fimbriata nigricauda
name-amazilia fimbriata tephrocephala,Amazilia fimbriata tephrocephala
